"OBJECTID,N,9,0","SEG_NAME,C,100","SEG_CODE,N,9,0","ONS_FORM,C,5","ONS_COM,C,100","BAK_FORM,C,5","BAK_ELEV,N,15,11","BAK_EL_DQ,C,5","BAK_MAT1,C,5","BAK_MAT2,C,5","BAK_COM,C,100","SHO_FORM,C,5","BEA_FORM,C,5","SHO_MAT1,C,5","SHO_MAT2,C,5","SHO_COM,C,100","DEP_CLOS,N,13,11","ISO_2M,N,17,11","ISO_5M,N,17,11","ISO_10M,N,17,11","ISO_100M,N,19,11","OFF_MAT,C,5","ICE1,C,5","ICE2,N,14,11","ICE2_DQ,C,5","ICE_COM,C,100","RATE,N,15,11","RATE_INT,C,50","RATE_DQ,C,5","DYN_PROC,C,5","BULK_DEN,N,13,11","BULKD_DQ,C,5","OC,N,14,11","OC_DQ,C,5","SOC,N,15,11","SOC_DQ,C,5","SOURCES,C,100","COMMENTS,C,100","COM_DQ,C,100","CONTACT,C,50","MAPPERS,C,100","SEA_NAME,C,50","SEA_CODE,N,9,0","SEG_NO,N,9,0","OLD_NO,N,9,0","SEG_COM,C,100","SHAPE_LENG,N,19,11","SHAPE_AREA,N,19,11"
292,Alert Point,410400,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,l,,0.00000000000,l,0.00000000000,,0.00000000000,l,"map interpretation; Ground Ice : IPA pf map; Carbon : Canada SOC db, 1",,,N. Couture,"N. Couture, H. Lantuit",Greenland Sea and Canadian Archipelago,41,400,0,,2.99056319512,0.09733313177
293,Cape Alfred Ernest Ice Shelf,410410,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,l,,0.00000000000,l,0.00000000000,,0.00000000000,l,"map interpretation; Ground Ice : IPA pf map; Carbon : Canada SOC db, 1",,,N. Couture,"N. Couture, H. Lantuit",Greenland Sea and Canadian Archipelago,41,410,0,,3.55136688180,0.20819662819
294,Cape Woods,410420,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,5.00000000000,l,,0.00000000000,,l,,1.20000000000,l,0.00000000000,,12.00000000000,l,"map interpretation; Ground Ice : IPA pf map; Carbon : Canada SOC db, 1",,,N. Couture,"N. Couture, H. Lantuit",Greenland Sea and Canadian Archipelago,41,420,0,,2.52084549576,0.07114759024
295,Phillips Inlet North,410430,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,5.00000000000,l,,0.00000000000,,l,,0.00000000000,l,0.00000000000,,0.00000000000,l,"map interpretation; Ground Ice : IPA pf map; Carbon : Canada SOC db, 1",,,N. Couture,"N. Couture, H. Lantuit",Greenland Sea and Canadian Archipelago,41,430,0,,3.46588132389,0.11395581195
296,Phillips Inlet East,410440,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,5.00000000000,l,,0.40000000000,,l,,0.30000000000,l,0.00000000000,,4.00000000000,l,"map interpretation; Ground Ice : IPA pf map; Carbon : Canada SOC db, 1",,,N. Couture,"N. Couture, H. Lantuit",Greenland Sea and Canadian Archipelago,41,440,0,,3.26680075738,0.09047775074
297,Phillips Inlet West,410450,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,5.00000000000,l,,0.00000000000,,l,,0.60000000000,l,0.00000000000,,6.00000000000,l,"map interpretation; Ground Ice : IPA pf map; Carbon : Canada SOC db, 1",,,N. Couture,"N. Couture, H. Lantuit",Greenland Sea and Canadian Archipelago,41,450,0,,1.61977839922,0.06024875839
298,Cape Armstrong,410460,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,5.00000000000,l,,0.00000000000,,l,,1.40000000000,l,0.00000000000,,15.00000000000,l,"map interpretation; Ground Ice : IPA pf map; Carbon : Canada SOC db, 1",,,N. Couture,"N. Couture, H. Lantuit",Greenland Sea and Canadian Archipelago,41,460,0,,1.72121937190,0.06074940641
299,Cape Armstrong Ice Shelf,410470,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,l,,1.40000000000,l,0.00000000000,,15.00000000000,l,"map interpretation; Ground Ice : IPA pf map; Carbon : Canada SOC db, 1",,,N. Couture,"N. Couture, H. Lantuit",Greenland Sea and Canadian Archipelago,41,470,0,,1.82338896985,0.04706504101
300,Pechora gulf,500810,u,denudation plains,,20.00000000000,l,u,smg,,b,,u,sg,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,25.00000000000,l,,0.20000000000,,l,e,1.65000000000,l,0.45000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,810,1880,3 gl-mar.ter,1.04018373937,0.03348932443
301,Pechora gulf,500820,d,delta,,2.00000000000,l,u,sm,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,l,a,1.50000000000,l,0.55000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,820,1881,FP + L,1.59733194573,0.07447654509
302,Pechora gulf,500830,l,1 terrace,,4.00000000000,l,u,smg,,b,,u,sg,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,20.00000000000,l,,0.20000000000,,l,e,1.65000000000,l,0.45000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,830,1882,1 mar.ter,0.51428720343,0.01061183025
303,,500840,l,beach,,2.00000000000,l,u,s,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,l,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,840,1883,L + FP,0.82629563295,0.02424573412
304,,500850,l,1 terrace,,5.00000000000,l,u,smg,,b,,u,sg,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,20.00000000000,l,,0.80000000000,,l,e,1.65000000000,l,0.45000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,850,1884,1 mar.ter,0.69222076185,0.01927822934
305,,500860,l,laida,,2.00000000000,l,u,os,,t,,u,os,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,12.00000000000,m,,0.00000000000,,l,a,0.30000000000,h,20.00000000000,h,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,860,1885,L,1.24767052195,0.04307970476
306,,500870,l,1 terrace,,4.00000000000,l,u,smg,,b,,u,sg,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,20.00000000000,l,,0.60000000000,,l,e,1.65000000000,l,0.45000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,870,1886,1 mar.ter,0.53131494194,0.01431185445
307,,500880,l,low terrace,,3.00000000000,l,u,s,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,30.00000000000,l,,0.00000000000,,l,s,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,880,1887,1 mar.ter,0.68388661638,0.01932260625
