"OBJECTID,N,9,0","SEG_NAME,C,100","SEG_CODE,N,9,0","ONS_FORM,C,5","ONS_COM,C,100","BAK_FORM,C,5","BAK_ELEV,N,15,11","BAK_EL_DQ,C,5","BAK_MAT1,C,5","BAK_MAT2,C,5","BAK_COM,C,100","SHO_FORM,C,5","BEA_FORM,C,5","SHO_MAT1,C,5","SHO_MAT2,C,5","SHO_COM,C,100","DEP_CLOS,N,13,11","ISO_2M,N,17,11","ISO_5M,N,17,11","ISO_10M,N,17,11","ISO_100M,N,19,11","OFF_MAT,C,5","ICE1,C,5","ICE2,N,14,11","ICE2_DQ,C,5","ICE_COM,C,100","RATE,N,15,11","RATE_INT,C,50","RATE_DQ,C,5","DYN_PROC,C,5","BULK_DEN,N,13,11","BULKD_DQ,C,5","OC,N,14,11","OC_DQ,C,5","SOC,N,15,11","SOC_DQ,C,5","SOURCES,C,100","COMMENTS,C,100","COM_DQ,C,100","CONTACT,C,50","MAPPERS,C,100","SEA_NAME,C,50","SEA_CODE,N,9,0","SEG_NO,N,9,0","OLD_NO,N,9,0","SEG_COM,C,100","SHAPE_LENG,N,19,11","SHAPE_AREA,N,19,11"
517,Novaya Zem.,501380,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,1380,1947,gIII(4),7.11689801315,0.38606364317
518,Novaya Zem.,501390,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,1390,1948,1m.t. + Glacier,7.43212761319,0.46945828279
519,Novaya Zem.,501400,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,1400,1949,L + Glacier,8.68346994652,0.47342139872
520,Novaya Zem.,501410,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,1410,1950,L,5.33013514791,0.28912982823
521,,501420,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,1420,0,,2.04779024156,0.07551655230
522,,509000,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,50,9000,0,,192.53318753400,13.73864532930
537,Obskaya guba gulf,600710,u,,,15.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,37.00000000000,l,,0.10000000000,,l,e,1.50000000000,l,0.55000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,710,3400,2 mar.ter,0.82101665629,0.02949454275
538,Obskaya guba gulf,600720,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,720,3399,L,0.89410892268,0.03706969462
539,Obskaya guba gulf,600730,u,,,15.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,s,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,730,3398,2 mar.ter,0.62717211195,0.01394091793
540,Obskaya guba gulf,600740,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,740,3397,L,1.31192948018,0.06364331886
541,Obskaya guba gulf,600840,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,840,3304,L+FP,2.17416612574,0.11233674336
542,Obskaya guba gulf,600850,u,,,55.00000000000,l,u,,,b,,u,m,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,0.20000000000,,l,e,1.30000000000,l,0.90000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,850,3303,5 mar.ter,1.02645603995,0.04098832636
543,Obskaya guba gulf,600860,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,860,3302,L,1.78663735167,0.08067968047
544,Obskaya guba gulf,600870,u,,,25.00000000000,l,u,,,b,,u,m,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,37.00000000000,m,,0.40000000000,,m,e,1.30000000000,l,0.90000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,870,3301,3 mar.ter,0.67789327951,0.02693005850
545,Obskaya guba gulf,600880,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,880,3292,L+FP,0.79375915183,0.02992725441
546,,520010,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Dmitry Drozdov, Frits Steenhuisen, Stanislav Ogorodov, Hugues Lantuit",Barents Sea,52,10,0,,27.14082817560,1.77572329093
548,Novaya Zemlya,600010,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,10,3460,,9.19461338903,0.51393779633
549,,600020,,,,0.00000000000,,l,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,20,3459,,53.43447126660,3.51479185253
550,Vaygach Island,600040,,,,0.00000000000,,u,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,40,0,,2.18879767238,0.09128311646
551,,600050,,,,0.00000000000,,u,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,50,3457,,1.79386557991,0.07787663359
562,Baydarata bay,600170,u,,,15.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,h,50.00000000000,h,,0.40000000000,,h,e,1.50000000000,l,0.55000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,170,3446,2 mar.ter,1.42296024452,0.05132270422
563,Baydarata bay,600180,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,180,3445,FP,1.10137431053,0.04148925972
564,Baydarata bay,600190,u,,,15.00000000000,l,l,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,48.00000000000,m,,0.40000000000,,m,e,1.50000000000,l,0.55000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,190,3444,2 mar.ter,0.96137419883,0.02503224371
565,Baydarata bay,600200,d,,,2.00000000000,l,l,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,200,3443,FP,2.64498120119,0.15465658467
566,Baydarata bay,600210,u,,,20.00000000000,l,u,,,b,,u,sm,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,37.00000000000,m,,0.30000000000,,m,e,1.50000000000,l,0.70000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,210,3442,3 mar.ter,0.71704580698,0.02286432974
567,Baydarata bay,600220,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,220,3441,L+FP,3.23667108512,0.17945021061
568,"Baydarata bay, Pipeline route",600230,u,,,22.00000000000,l,u,,,b,,u,sm,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,37.00000000000,h,,0.70000000000,,h,e,1.50000000000,l,0.70000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,230,3440,3 mar.ter,1.48084780821,0.07139588174
569,"Baydarata bay, Pipeline route",600240,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,h,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,240,3439,L+FP,0.71919732574,0.01891656682
570,Baydarata bay,600250,u,,,15.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,37.00000000000,l,,1.00000000000,,l,e,1.50000000000,l,0.55000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,250,3438,3 mar.ter,0.89815125850,0.02845691069
571,Baydarata bay,600260,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,260,3437,L,1.07789127704,0.04100124964
572,Litke Island,600270,,,,20.00000000000,l,u,,,,,,,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,,0.00000000000,,,0.00000000000,,,,0.00000000000,,0.00000000000,,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,270,0,,0.56716308583,0.01686820418
573,Mutny Bay Coast,600280,u,,,10.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,0.50000000000,,m,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,280,3436,3 mar.ter,1.52546018580,0.04704623095
574,Bolotny Island,600290,w,,,3.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,37.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,290,3150,FP,1.85322014588,0.11678556473
575,Open sea,600300,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,h,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,300,3435,FP,1.40022277792,0.05760203195
576,"Open sea, Marre-Sale Cape",600310,u,,,30.00000000000,l,u,,,b,,u,sm,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,h,,1.70000000000,,h,e,1.50000000000,l,0.55000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,310,3434,2 mar.ter,0.63626676679,0.02332181264
577,Open sea,600320,u,,,28.00000000000,l,u,,,b,,u,sm,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,37.00000000000,h,,1.70000000000,,h,e,1.50000000000,l,0.70000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,320,3433,4 mar.ter,0.73557176868,0.03173797226
578,"Open sea, Belujy Cape",600330,u,,,40.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,37.00000000000,h,,1.70000000000,,h,e,1.50000000000,l,0.55000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,330,3432,3 mar.ter,0.48319380345,0.00945056458
579,Open sea,600340,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,340,3431,L+FP,2.06027779810,0.13522743394
580,Open sea,600350,u,,,17.00000000000,l,u,,,b,,u,sm,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,1.00000000000,,m,e,1.30000000000,l,0.90000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,350,3430,3 mar.ter,0.86318247142,0.03459079753
581,Sharapov Shar Bay,600360,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,360,3429,L+FP,1.06278694569,0.04272630228
582,Sharapov Shar Bay,600370,u,,,15.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.30000000000,,m,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,370,3428,2 mar.ter,0.89546628795,0.03365238847
583,Sharapov Shar Bay,600380,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,s,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,380,3427,L,0.91793464119,0.03487039538
584,Sharapov Shar Bay,600390,u,,,17.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,1.20000000000,,m,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,390,3426,3 mar.ter,0.96144044061,0.02940984647
585,Sharapov Shar Bay,600400,l,,,7.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.80000000000,,m,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,400,3425,1 mar.ter,0.77260656243,0.02173474483
586,Sharapov Shar Bay,600405,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,1.20000000000,,m,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,405,3424,L,1.70082672562,0.06436090504
587,"Open sea, Kharasovey Cape",600410,u,,,28.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,35.00000000000,h,,1.40000000000,,h,e,1.50000000000,l,0.55000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,410,3423,2 mar.ter,3.73448855585,0.27671409964
588,"Open sea, Burunny Cape",600420,u,,,28.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,35.00000000000,h,,1.40000000000,,h,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,420,3422,3 mar.ter,1.79369305375,0.07235167072
589,Open sea,600430,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,430,3421,L+FP,2.60901614500,0.12621371750
590,Open sea,600440,u,,,27.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,1.10000000000,,m,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,440,3420,3 mar.ter,1.13247584198,0.05764442057
591,Open sea,600450,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,0.00000000000,,,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,450,3419,L,0.99061154309,0.04692079094
592,Open sea,600460,u,,,27.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,1.00000000000,,m,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,460,3418,3 mar.ter,0.71147838286,0.02477664765
593,Open sea,600470,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,0.40000000000,,m,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,470,3417,L,0.73820160142,0.02250298053
594,Open sea,600480,u,,,28.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,0.40000000000,,m,e,1.50000000000,l,0.55000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,480,3416,3 mar.ter,1.17400574974,0.07253180561
595,"Open sea, Skuratov Cape",600490,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,m,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,490,3415,L,2.74414132441,0.15110965645
596,Open sea,600500,u,,,15.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.20000000000,,l,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,500,3414,3 mar.ter,2.70051911465,0.08580736573
597,Belyi Island,600510,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,510,3156,FP,1.14685854181,0.04129476242
607,Obskaya guba gulf,600610,u,,,15.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,35.00000000000,m,,0.20000000000,,m,e,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,610,3410,2 mar.ter,1.18934889563,0.06343508845
608,Obskaya guba gulf,600620,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,620,3409,L,0.84177508288,0.02954795430
609,Obskaya guba gulf,600630,u,,,15.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,35.00000000000,m,,0.00000000000,,,s,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,630,3408,2 mar.ter,0.94864267145,0.03989928548
610,"Obskaya guba, Sabeta",600640,d,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,25.00000000000,m,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,640,3407,L+FP,5.12887206148,0.30288376242
611,Obskaya guba gulf,600650,l,,,7.00000000000,l,u,,,b,,u,sm,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,m,25.00000000000,l,,0.20000000000,,l,e,1.50000000000,l,0.55000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,650,3406,1 mar.ter,1.22939762040,0.06803156443
612,Obskaya guba gulf,600660,w,,,2.00000000000,l,u,,,b,,u,s,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,l,20.00000000000,l,,0.00000000000,,,a,1.60000000000,l,0.40000000000,l,0.00000000000,,,,,Stanislav Ogorodov,"Stanislav Ogorodov, Dmitry Drozdov, Frits Steenhuisen, Hugues Lantuit",Kara Sea,60,660,3405,L,0.80990428572,0.03284199043
